"",gene_symbol,GSM1480291,GSM1480292,GSM1480293,GSM1480294,GSM1480295,GSM1480296,GSM1480297,GSM1480298,GSM1480299,GSM1480300,GSM1480301,GSM1480302
ENSMUSG00000043286,Pnpla1,0.40264,0.46224,0.12519,0.38066,0.11651,0.11658,0.23977,0.893,0.734,0.70164,0.5283,0.28363
ENSMUSG00000043289,Mei4,0.22369,0.29415,0.45903,0.08459,0.11651,0,0.87917,0.76543,0.61811,0.33018,0.13208,0.18909
ENSMUSG00000043290,Zfp784,1.92374,2.81546,1.00152,0.8882,0.27186,0.69948,1.83827,1.48834,0.88853,2.02236,0.79246,3.40361
ENSMUSG00000043298,Smco3,0,0,0,0,0,0.03886,0.03996,0,0,0,0,0
ENSMUSG00000043300,B3galnt1,0.17895,0.3782,0.16692,0,0,0.03886,2.19794,2.59396,2.3179,2.68272,4.1824,5.01087
ENSMUSG00000043301,Kcnj6,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043308,Vmn1r75,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043310,Olfr571,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043311,D17H6S53E,7.7397,7.39583,3.54704,2.11475,1.47583,1.1658,3.95629,2.42386,3.55412,3.38436,2.77359,3.73451
ENSMUSG00000043312,Olfr131,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043313,Pcdhb19,1.38688,1.3447,0.79287,0.8459,0.3107,0.34974,2.5576,2.38134,1.97022,1.77472,2.72957,3.26179
ENSMUSG00000043314,Olfr30,0,0,0,0,0.07768,0.07772,0,0,0,0,0,0
ENSMUSG00000043319,Cox8c,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043323,Fbrsl1,98.06598,108.37411,90.30347,79.30321,18.05954,25.76428,60.46323,45.373,47.16933,27.7765,27.73595,29.45066
ENSMUSG00000043331,Olfr975,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043333,Rhbdl2,13.24249,11.13577,3.12974,1.22656,1.86421,2.21503,5.19512,3.44444,3.32233,1.60963,1.89309,1.7018
ENSMUSG00000043336,Filip1l,12.92932,13.36292,2.62898,2.74918,1.20397,1.12694,93.1925,84.28237,23.8744,38.01212,84.26445,86.03564
ENSMUSG00000043342,Hoxd9,0.17895,0.16809,0.12519,0,0.15535,0.07772,0.91914,0.42524,0.30905,0.454,0.83648,1.08726
ENSMUSG00000043354,Olfr577,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043357,Olfr187,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043366,Olfr78,0,0.12607,0.12519,0.0423,0,0.03886,3.23696,3.31686,0.50221,1.19691,0.7044,0.28363
ENSMUSG00000043372,Hexim2,1.5211,0.5883,0.20865,0.59213,0.19419,0.27202,1.35872,0.38272,0.27042,0.61909,0.44025,0.61454
ENSMUSG00000043383,Olfr1342,0,0,0,0,0,0,0,0,0,0,0.04403,0
ENSMUSG00000043384,Gprasp1,26.3955,26.64179,15.7739,18.52523,8.855,13.05701,35.20694,42.86409,34.92307,37.5994,35.22025,36.11606
ENSMUSG00000043385,Olfr267,0,0,0,0,0,0,0,0.04252,0,0,0,0
ENSMUSG00000043388,Tmem130,0.17895,0.25213,0,0,0,0.03886,7.6728,4.9753,4.67444,3.42563,1.36478,1.55999
ENSMUSG00000043391,2510009E07Rik,8.63446,7.18572,6.76024,6.97868,2.3691,1.98187,24.41707,24.3662,30.51906,41.9743,63.22035,62.44675
ENSMUSG00000043398,Gpr135,1.74479,1.68087,2.16995,2.03016,0.3107,0.1943,1.99812,2.46639,2.66559,1.77472,1.14466,1.13454
ENSMUSG00000043410,Hfm1,0.04474,0.29415,0.12519,0.0423,0,0,0,0.08505,0.03863,0,0,0
ENSMUSG00000043411,Usp48,123.47724,118.16518,86.46432,78.88026,49.36273,53.23841,85.12008,76.84069,59.41558,51.83846,72.15749,75.39937
ENSMUSG00000043415,Otud1,12.12403,12.27035,8.13733,7.19016,0.93211,1.08808,15.18574,11.48145,12.59394,12.34053,18.66673,25.14888
ENSMUSG00000043418,Lrit2,0.04474,0.12607,0,0.0423,0.03884,0,0.03996,0,0.03863,0,0.08805,0
ENSMUSG00000043419,Chd3os,1.5211,1.89098,0.70941,0.80361,0.85443,0.81606,8.55197,6.16597,3.20643,1.98109,2.50944,3.82906
ENSMUSG00000043421,Hilpda,133.67754,153.84165,69.27161,84.80157,14.13693,13.75649,34.28781,59.19327,46.89891,34.4214,12.32709,13.61443
ENSMUSG00000043424,Eif3j2,186.82644,183.13082,184.7382,164.18937,105.13369,99.13225,176.31445,217.89248,240.71424,226.17419,169.36537,136.3334
ENSMUSG00000043429,Ccdc185,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043430,Psapl1,0.89476,0.63033,0.12519,0,0.03884,0,1.95816,1.786,3.05191,2.51763,4.09435,4.77451
ENSMUSG00000043432,Leng9,3.22115,4.20218,3.92261,2.07246,1.90305,1.78757,4.31595,4.33744,4.51991,2.88909,3.6541,5.76722
ENSMUSG00000043439,Epop,34.22467,40.21482,67.89452,44.3675,23.96287,23.47153,49.79325,45.03281,31.98706,22.24597,18.53466,22.92708
ENSMUSG00000043441,Gpr149,0.13421,0.12607,0.08346,0.0423,0.03884,0,0.03996,0.04252,0,0.04127,0.08805,0
ENSMUSG00000043445,Pgp,17.53735,24.20453,44.23368,30.79079,42.44962,50.1296,9.83077,9.27021,13.40521,12.54689,7.79248,10.63627
ENSMUSG00000043448,Gjc2,0.08948,0.3782,0.16692,0.29607,0.11651,0.15544,0.75929,0.59533,0.50221,0.41273,0.26415,0.23636
ENSMUSG00000043453,Magea10,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043456,Zfp536,0.04474,0,0.04173,0.08459,0,0,0.11989,0.08505,0.03863,0.12382,0,0
ENSMUSG00000043458,Pcdhb12,0.35791,0.29415,0.54249,0.46525,0.23303,0.23316,1.11895,1.87105,0.77263,1.27945,0.96856,1.79635
ENSMUSG00000043460,Elfn2,0,0.04202,0,0,0,0,0.03996,0.08505,0,0,0,0
ENSMUSG00000043461,Sptssb,0,0,0,0,0,0,0,0.12757,0.27042,0.37145,0.26415,0.04727
ENSMUSG00000043463,Rab9b,0.22369,0.04202,0.08346,0.12689,0.3107,0.27202,0.07992,0,0.15453,0.08255,0.22013,0.09454
ENSMUSG00000043467,Zbtb37,17.98473,15.80018,7.38619,14.5072,3.45656,5.1684,10.70994,11.94922,12.13036,18.90288,24.08185,21.36709
ENSMUSG00000043468,Adam30,0.08948,0.16809,0,0.0423,0,0,0.03996,0.1701,0.23179,0.28891,0.26415,0.04727
ENSMUSG00000043472,Lce3d,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043485,Krt34,0,0,0,0,0,0,0,0,0,0.04127,0,0
ENSMUSG00000043487,Acot6,8.27655,9.83309,17.98558,13.87278,27.84664,24.2876,2.07805,2.89163,4.82896,5.15908,4.27046,4.34905
ENSMUSG00000043496,Tril,0.35791,0.63033,0.08346,0.12689,0.07768,0.3886,27.01464,24.45124,35.57981,33.38958,38.69825,50.9123
ENSMUSG00000043501,Lgals2,0.53686,0.79841,0.33384,0.21148,0.07768,0.11658,0.3197,0.55281,0.15453,0.08255,0.13208,0.28363
ENSMUSG00000043505,Gimap5,0.76055,1.09257,0.16692,0.08459,0.07768,0.07772,3.03715,5.23044,0.81127,1.15563,0.92453,0.75636
ENSMUSG00000043510,Hscb,11.05032,11.9762,7.88695,10.10852,3.37888,4.0026,2.63752,4.9753,4.48128,6.6449,5.98744,5.53086
ENSMUSG00000043518,Rai2,1.70005,2.10109,0.70941,0.71902,5.20425,5.09068,68.25591,64.08352,38.05224,46.06029,81.44683,103.85731
ENSMUSG00000043529,Olfr266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043531,Sorcs1,0,0.08404,0.12519,0.0423,0,0.23316,11.42927,22.49514,14.87321,9.6578,12.98747,14.08715
ENSMUSG00000043535,Setx,55.56476,39.75258,44.10849,43.47931,23.61333,21.99485,63.74015,50.73102,40.09972,33.22449,53.18258,50.67594
ENSMUSG00000043537,Vmn1r225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043541,Casc1,1.11845,1.89098,1.79439,1.7341,0.50489,0.42746,0.6394,0.72291,1.81569,1.56836,1.49686,1.03999
ENSMUSG00000043542,Zc2hc1a,16.59785,17.1869,9.01366,10.2354,4.03912,2.40933,28.0137,21.43205,17.42291,21.91578,42.2643,51.33775
ENSMUSG00000043556,Fbxl7,0.17895,0.46224,1.21017,0.50754,0.15535,0.23316,1.43865,1.53086,1.04306,0.94927,1.62894,1.74908
ENSMUSG00000043557,Mdga1,0.67107,1.05054,4.63202,3.55278,3.41772,3.10881,6.67373,7.95197,5.52434,4.49872,8.27676,14.74897
ENSMUSG00000043569,Cldn34c4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043572,Pars2,3.44484,1.42874,0.58422,0.42295,0.34954,0.5829,0.55947,0.38272,0.50221,0.37145,0.39623,0.33091
ENSMUSG00000043583,4930470P17Rik,0,0,0,0.0423,0,0,0,0,0.07726,0,0,0
ENSMUSG00000043587,Pxylp1,35.70103,38.57597,7.21927,6.17508,4.34982,4.9741,11.90882,10.80107,19.89534,12.42307,11.49061,14.03988
ENSMUSG00000043592,Unc5cl,14.36094,17.14488,7.80349,6.89409,5.16542,4.3912,1.07899,2.59396,2.39517,2.84781,4.22643,6.23995
ENSMUSG00000043602,Zfp3,2.01322,2.10109,1.04325,0.46525,0.66024,0.50518,0.47955,0.51029,0.46358,0.57782,0.3522,0.47272
ENSMUSG00000043605,Olfr13,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043613,Mmp3,0.44738,1.05054,1.16844,0.67672,0.81559,1.70985,0.47955,2.04115,3.01327,4.3749,2.37737,3.21452
ENSMUSG00000043614,Vps37d,0.9395,1.13459,0.66768,0.67672,0.23303,0.27202,3.15704,2.72153,2.51106,2.22872,2.37737,4.25451
ENSMUSG00000043621,Ubxn10,0.26843,0.42022,0.04173,0.16918,0,0.03886,0.19981,0.08505,0.03863,0,0,0
ENSMUSG00000043629,1700019D03Rik,1.25267,0.79841,1.33536,1.43803,12.42807,8.04405,8.71182,20.53904,51.84377,52.45755,52.78635,52.51956
ENSMUSG00000043631,Ecm2,2.01322,1.89098,1.2519,1.01508,0.6214,0.73834,7.31313,8.37721,3.74728,5.61308,6.07549,6.47631
ENSMUSG00000043633,Fam221b,0.26843,0.29415,0.16692,0.33836,0.19419,0.03886,0.79925,0.72291,0.88853,1.15563,0.92453,0.80363
ENSMUSG00000043635,Adamts3,36.68527,30.17162,8.72155,5.75213,1.437,0.93264,6.67373,3.95472,10.54646,9.28635,6.91197,4.86905
ENSMUSG00000043639,Rbm20,46.43818,116.14814,4.79894,3.93344,8.11708,7.42229,5.39493,6.20849,5.56297,7.80053,11.22645,10.11628
ENSMUSG00000043644,0610009L18Rik,2.19217,1.97502,1.08498,0.97279,0.07768,0.23316,1.03902,1.74348,2.24064,1.98109,1.62894,2.2218
ENSMUSG00000043648,Pld6,0.49212,0.5883,0.95979,0.46525,0.23303,0.46632,0.07992,0.25514,0.30905,0.16509,0.26415,0.23636
ENSMUSG00000043659,Npsr1,0,0,0,0,0,0,0.03996,0,0,0,0,0
ENSMUSG00000043664,Tmem221,2.05795,1.68087,1.62747,1.48033,1.04862,0.66062,0.55947,0.38272,0.27042,0.53654,0.48428,0.94545
ENSMUSG00000043668,Tox3,8.99236,9.62298,1.37709,1.31115,0.85443,0.34974,0.47955,0.51029,0.03863,0.16509,0,0.23636
ENSMUSG00000043670,Diras1,0,0.04202,0.04173,0,0,0.03886,0.03996,0.12757,0.03863,0,0,0.04727
ENSMUSG00000043671,Dpy19l3,11.81087,9.11872,8.38771,7.14786,9.63175,5.28498,24.89662,17.2647,20.32028,10.31817,12.98747,13.47261
ENSMUSG00000043673,Kcns3,4.87646,8.15222,0.16692,0.08459,0.15535,0.31088,0.67936,0.38272,0.15453,0.41273,0.13208,0.09454
ENSMUSG00000043681,Fam25c,23.9349,22.90186,0.20865,0.25377,0.3107,0.27202,0.19981,0.1701,0,0,0,0
ENSMUSG00000043683,Fem1a,26.84288,29.12108,29.08573,25.37703,14.13693,16.04924,22.37899,25.76948,30.05548,26.66214,20.03152,24.86525
ENSMUSG00000043687,1190005I06Rik,0.44738,0.5883,1.46055,0.8459,0.15535,0,1.83827,2.08367,4.71307,6.52108,9.28934,6.75994
ENSMUSG00000043692,Olfr399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043698,Olfr62,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043702,Pde12,44.96182,46.72819,47.86418,42.25275,18.29256,21.2565,213.59945,203.26425,126.09393,126.17053,147.92505,147.86785
ENSMUSG00000043705,Capn13,0,0,0,0,0,0.07772,0.03996,0,0.03863,0.16509,0.04403,0
ENSMUSG00000043716,Rpl7,1755.65849,1643.80711,1346.99898,1213.1488,389.77529,380.55747,1474.73534,1876.15458,1446.79649,1359.43895,1126.07942,1080.88182
ENSMUSG00000043719,Col6a6,0.13421,0.3782,0.50076,0.16918,0.03884,0.1943,0.9591,1.23319,1.66116,1.60963,0.57233,1.41817
ENSMUSG00000043727,F830045P16Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043733,Ptpn11,174.25502,184.18136,153.39906,136.23234,54.48931,48.22545,231.46268,218.14762,236.38749,231.12691,272.0324,255.31785
ENSMUSG00000043740,B430306N03Rik,0.44738,0.67235,0.58422,0.25377,0.15535,0.27202,0.6394,0.34019,0.69537,0.37145,0.30818,0.47272
ENSMUSG00000043747,1520401A03Rik,0.04474,0.08404,1.04325,0.42295,1.7477,4.5855,0.03996,0.04252,0.1159,0.20636,0.04403,0.23636
ENSMUSG00000043753,Dmrta1,0.08948,0.21011,0.08346,0.0423,0,0.15544,0.3197,0.42524,0.30905,0.20636,0.04403,0.09454
ENSMUSG00000043760,Pkhd1,0.31317,0.54628,0.08346,0.16918,0,0,0,0.1701,0.15453,0,0,0.04727
ENSMUSG00000043773,1700048O20Rik,1.16319,0.25213,1.00152,0.38066,0,0,3.15704,2.16872,3.24506,2.02236,2.11321,1.46544
ENSMUSG00000043782,Bicdl2,15.07675,13.27888,34.67754,31.97505,52.81929,67.61667,5.39493,3.44444,2.74285,1.77472,5.37109,5.86177
ENSMUSG00000043787,Defb12,0,0.08404,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043789,Vwce,0.08948,0.25213,0.16692,0.29607,0.03884,0,0.35966,1.02057,0.54084,0.454,0.3522,0.18909
ENSMUSG00000043795,Prr33,0,0.12607,0.04173,0,0,0,0,0,0.03863,0,0.30818,0.09454
ENSMUSG00000043807,Ly6g5b,0.26843,0.5883,0.58422,0.42295,0.07768,0,0.47955,0.63786,0.1159,0.12382,0.22013,0.14182
ENSMUSG00000043811,Rtn4r,1.29741,1.42874,2.96282,3.67967,0.11651,0.1943,8.3122,7.27159,10.23741,12.17544,14.04407,13.61443
ENSMUSG00000043822,Adamtsl5,0.08948,0.33617,0.45903,0.33836,2.33026,2.75907,5.19512,4.25239,3.24506,1.93982,3.43397,7.27994
ENSMUSG00000043827,Olfr94,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043831,Lysmd4,2.55007,2.3112,1.9613,2.41082,1.08746,0.62176,0.79925,1.40329,1.89295,1.93982,1.98114,2.78907
ENSMUSG00000043832,Clec4a3,0,0,0.04173,0,0.03884,0,0,0.12757,0.03863,0.12382,0,0
ENSMUSG00000043833,2900005J15Rik,1.43162,2.18513,0.87633,0.67672,1.08746,0.73834,0.3197,0.29767,0.38632,0.66036,0.08805,0.18909
ENSMUSG00000043843,Tmem145,0,0,0,0,0,0,0.27974,0.1701,0.34769,0.12382,0.1761,0.18909
ENSMUSG00000043850,Clrn1,0.13421,0.3782,0.04173,0.21148,0.11651,0.03886,0.07992,0,0.07726,0.08255,0.22013,0.14182
ENSMUSG00000043855,Olfr479,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043857,Mgat5b,0.08948,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043859,1700049L16Rik,0,0.04202,0,0,0.03884,0.03886,0,0,0,0,0,0
ENSMUSG00000043865,Tas2r118,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043866,Taf10,118.24288,109.1305,113.83913,90.38451,59.03332,55.99748,29.25253,26.49239,24.53114,21.1316,18.31453,17.82167
ENSMUSG00000043872,Zmym1,14.71885,14.37144,6.63505,9.09343,4.50517,3.80829,27.93377,17.22218,17.34564,12.09289,12.50319,14.27624
ENSMUSG00000043873,Chil5,0.04474,0,0,0,0,0,0,0,0,0.04127,0,0
ENSMUSG00000043880,Olfr323,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043881,Kbtbd7,18.16368,20.75875,13.10318,10.91212,4.1168,3.49741,35.36679,35.67755,27.81484,22.82378,18.93088,22.218
ENSMUSG00000043885,Slc36a4,14.53989,15.08581,6.25948,5.03311,6.91311,6.52851,37.04522,39.07947,40.09972,45.4412,45.61022,42.97055
ENSMUSG00000043892,Olfr1018,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043895,S1pr2,80.03652,85.13608,74.2792,55.66028,18.3314,14.76686,13.26754,13.18241,10.62372,7.80053,9.46544,7.79993
ENSMUSG00000043897,Vmn2r2,0,0,0,0,0,0,0.07992,0,0,0,0.5283,0
ENSMUSG00000043909,Trp53bp1,100.57132,108.66826,54.8748,49.99274,20.46747,20.44044,99.9062,77.35098,71.54594,58.48336,43.27688,51.43229
ENSMUSG00000043911,Olfr922,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043913,Ccdc60,0.49212,0.21011,0.08346,0.21148,0.42721,0.27202,0.71932,0.46776,0.734,1.15563,1.10063,1.51271
ENSMUSG00000043923,Ccdc84,0.22369,0.12607,0.4173,0.25377,0,0.1943,0.43959,1.31824,0.19316,0.20636,0.48428,0
ENSMUSG00000043924,Ncmap,3.71326,4.66442,1.33536,1.22656,0.73792,0.93264,0.9591,0.63786,0.38632,0.33018,0.26415,0.23636
ENSMUSG00000043925,Olfr544,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043929,Klhl15,18.96897,13.53101,15.14795,11.54655,6.09752,5.7513,30.21163,27.47044,26.73315,24.3096,18.79881,20.56346
ENSMUSG00000043931,Gimap7,0,0,0,0,0,0,0,0,0,0,0,0.04727
ENSMUSG00000043932,Klri2,0,0,0,0,0,0.03886,0,0,0.03863,0,0,0.04727
ENSMUSG00000043939,A530064D06Rik,0.08948,0.21011,0.08346,0.16918,0.11651,0.1943,0.15985,0.1701,0.15453,0.12382,0.04403,0.18909
ENSMUSG00000043940,Wdfy3,74.08635,65.51192,13.39529,6.38655,12.50574,8.86011,95.90995,108.13828,61.11538,70.90643,93.15756,93.22103
ENSMUSG00000043943,Naalad2,0.71581,0.67235,0.04173,0.0423,0,0.07772,1.51857,2.97667,1.54527,1.98109,2.50944,1.98544
ENSMUSG00000043945,Adam6a,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043948,Olfr691,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043953,Ccrl2,4.6975,2.77344,1.54401,0.71902,3.88377,2.64249,4.71557,5.01782,1.81569,4.29236,1.98114,1.51271
ENSMUSG00000043962,Thrap3,298.09017,275.57869,214.99237,215.28178,106.64836,106.74884,237.17731,218.40276,180.17834,158.89975,148.93763,180.20212
ENSMUSG00000043964,Orai3,10.42398,10.58948,6.34294,5.37147,5.32077,5.47928,14.70619,9.10012,14.2551,15.14707,21.96863,24.15616
ENSMUSG00000043969,Emx2,0,0,0,0,0,0,0.23977,0.25514,0.03863,0.04127,0,0.14182
ENSMUSG00000043972,Opn5,0,0,0,0,0,0,0.03996,0,0,0.16509,0,0.04727
ENSMUSG00000043982,Krtap19-4,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000043986,Spata31d1d,0,0,0,0,0,0,0,0,0,0.04127,0,0.04727
ENSMUSG00000043987,Cep164,38.92217,27.69234,24.87101,26.18063,17.43813,23.00521,52.87036,45.5431,45.35364,44.28557,44.50959,47.17779
ENSMUSG00000043991,Pura,28.2745,29.66736,15.60698,14.38032,6.91311,8.43265,34.64747,28.44849,28.12389,26.8685,28.39633,29.11976
ENSMUSG00000043998,Mgat2,79.58914,83.03499,73.56979,58.19798,52.78045,58.91199,108.13847,120.04498,91.13222,87.58059,100.50979,85.51564
ENSMUSG00000043999,Gpr75,0.40264,0.84044,0.4173,0.42295,0.89327,0.54404,0.35966,0.72291,0.03863,0.16509,0.30818,0.61454
ENSMUSG00000044005,Gls2,4.92119,5.04261,0.54249,0.63443,0.6214,0.46632,5.51482,5.61316,0.92716,1.27945,1.01258,1.27635
ENSMUSG00000044006,Cilp2,0.13421,0.33617,0,0.29607,0.11651,0.1943,2.43771,2.29629,1.39074,0.66036,0.83648,1.27635
ENSMUSG00000044014,Npy5r,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044017,Adgrd1,0.9395,1.09257,0.4173,0.25377,0.07768,0.1943,2.15797,2.04115,1.12032,1.362,0.83648,0.70908
ENSMUSG00000044018,Mrpl50,23.97964,22.77579,24.20333,17.9331,16.93324,16.32126,20.50075,19.77361,24.53114,19.43942,17.96233,14.41806
ENSMUSG00000044022,Pcdhb21,0.85002,0.67235,0.12519,0.0423,0.19419,0.03886,1.11895,1.70096,0.57948,0.61909,0.79246,1.27635
ENSMUSG00000044024,Rell2,0.85002,0.42022,1.12671,0.50754,0.69908,0.81606,1.23884,0.51029,1.27485,0.94927,1.32076,0.89817
ENSMUSG00000044025,Olfr790,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044026,Slc35g1,16.06099,13.19483,9.72306,6.17508,4.77704,4.66322,36.68556,21.30448,11.35773,10.40071,15.89314,21.98163
ENSMUSG00000044029,Olfr178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044030,Irf2bp1,37.66951,34.16369,29.83687,26.68817,7.418,8.19949,36.48574,28.91625,27.00357,24.14451,18.97491,24.29798
ENSMUSG00000044033,Ccdc141,95.60539,49.96387,8.5129,10.2777,3.06818,1.24352,25.29625,19.81614,18.2728,18.49015,12.15099,18.34166
ENSMUSG00000044034,Npb,0.13421,0.29415,0.16692,0.0423,0.11651,0.11658,0.15985,0.34019,0.27042,0.20636,0.30818,0.42545
ENSMUSG00000044037,Als2cl,101.06344,88.62389,57.87935,70.16748,7.34033,7.34457,13.86698,14.20298,9.58067,9.57526,4.53461,7.13812
ENSMUSG00000044039,Olfr1288,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044040,Olfr1497,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044041,Krt13,0.5816,0.16809,0,0.21148,0.03884,0.07772,0.07992,0.72291,0.1159,0.08255,0.57233,0.23636
ENSMUSG00000044042,Fmn1,37.98267,36.64297,26.74886,26.68817,13.32134,14.728,10.35028,14.71327,9.81246,11.88653,15.40886,15.0326
ENSMUSG00000044043,Pcdhb14,2.72903,2.8995,1.91957,1.31115,1.28164,1.20466,3.87636,3.65706,3.86317,4.70508,3.52202,3.97088
ENSMUSG00000044052,Ccr10,0.67107,0.71437,0.29211,0.08459,0.38838,0.27202,0.51951,0.46776,0.07726,0.20636,0.44025,0.28363
ENSMUSG00000044055,Otos,0,0.12607,0,0,0,0,0.07992,0.12757,0,0.12382,0.08805,0.09454
ENSMUSG00000044056,Efcab9,0.22369,0.08404,0.16692,0.0423,0,0,0.27974,0.29767,0.07726,0.24764,0.22013,0.04727
ENSMUSG00000044060,A830010M20Rik,2.95272,2.56333,1.79439,1.94557,1.16513,1.12694,7.63283,5.01782,4.90623,6.60363,6.11952,6.9963
ENSMUSG00000044061,Olfr225,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044066,Cep68,13.77934,12.52248,8.63809,5.92131,6.95195,8.00519,8.35216,8.29216,13.59836,10.19435,12.37111,11.67627
ENSMUSG00000044067,Gpr22,0,0,0,0,0,0,0.03996,0,0,0,0,0
ENSMUSG00000044068,Zrsr1,12.12403,15.04379,13.97951,13.53441,5.28193,4.11918,12.22852,15.43618,25.18788,18.49015,21.35228,22.69072
ENSMUSG00000044071,Fam19a2,0,0,0,0,0,0,0.03996,0.21262,0.57948,0.57782,0.04403,0.09454
ENSMUSG00000044072,Eml6,4.51855,1.59683,0.45903,3.12983,0.11651,0.1943,8.71182,9.65293,3.74728,4.62254,4.57863,4.30178
ENSMUSG00000044080,S100a1,82.7208,76.89982,57.75416,66.44552,44.31383,47.56483,43.59906,46.94639,49.60313,55.80064,60.7109,58.14497
ENSMUSG00000044083,Efcab8,0.17895,0.25213,0.33384,0.16918,0.03884,0.1943,0.35966,0.25514,0.92716,0.53654,0.39623,0.61454
ENSMUSG00000044084,4933402P03Rik,0,0,0,0,0,0,0.07992,0.25514,0,0,0,0.23636
ENSMUSG00000044086,Lmod3,0,0,0,0,0,0,0,0.1701,0.07726,0,0,0
ENSMUSG00000044092,C130050O18Rik,0.53686,0.25213,0.16692,0.21148,0.27186,0.1943,0.15985,0.51029,0.38632,0.08255,0.1761,0.28363
ENSMUSG00000044098,Rsbn1,36.0142,38.49193,28.16767,23.17769,8.07824,9.71504,70.69362,62.16995,74.98417,53.77828,45.96243,46.32688
ENSMUSG00000044103,Il1f9,0.76055,0.75639,1.75266,1.14197,1.98072,2.64249,0.43959,0.68038,0.8499,0.41273,0.48428,0.61454
ENSMUSG00000044106,Olfr868,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044117,2900011O08Rik,0,0.16809,0,0,0,0,0.23977,0.12757,0.03863,0.04127,0.04403,0
ENSMUSG00000044120,Olfr683,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044121,5430402E10Rik,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044122,Proca1,2.55007,2.94152,2.08649,2.24164,0.89327,0.81606,2.39775,2.72153,2.00885,1.27945,1.98114,1.79635
ENSMUSG00000044125,9530080O11Rik,0.35791,0.79841,0.58422,0.12689,0.23303,0.07772,0.9591,0.55281,0.30905,0.24764,0.1761,0.04727
ENSMUSG00000044134,Fam109a,14.40568,12.39642,17.02579,12.73081,4.03912,3.34197,20.86041,14.33056,12.01446,10.02926,7.39625,8.46175
ENSMUSG00000044139,Prss53,0.85002,0.29415,0.8346,0.67672,0.77675,1.90415,1.55854,1.57338,0.54084,0.99054,1.80504,2.07998
ENSMUSG00000044141,E130201H02Rik,0,0.04202,0,0,0.03884,0,0.03996,0.04252,0.07726,0.04127,0,0.04727
ENSMUSG00000044145,1810024B03Rik,1.07372,0.92448,1.37709,1.05738,0.66024,0.46632,1.07899,1.19067,1.81569,1.816,1.67296,1.55999
ENSMUSG00000044147,Arf6,325.38043,357.64718,332.29508,291.83582,105.63858,92.4483,313.14598,353.92644,396.67049,366.29488,305.84384,272.57225
ENSMUSG00000044148,1810030O07Rik,32.52462,28.07053,19.23748,18.14457,8.31127,10.22022,27.3743,24.11105,18.73638,18.5727,19.72334,22.87981
ENSMUSG00000044149,Nkrf,14.04777,11.85014,8.55463,7.52852,5.86449,6.17876,43.95873,34.35931,22.44503,16.50906,19.67931,21.50891
ENSMUSG00000044150,A830080D01Rik,27.24552,25.21305,17.77693,16.41048,3.76726,5.82902,24.09737,24.06853,19.08407,12.25798,10.7862,12.95262
ENSMUSG00000044155,Lsm8,23.30857,27.86043,12.72762,9.3895,6.7966,5.12954,21.65966,21.85729,23.75851,20.01724,18.53466,20.89437
